Student Name,Gender,Class,Roll Number,Age,Father Name,Mother Name,Contact Number,Admission Number,Aadhaar Number,APPAR Number,Blood Group
Karan Singh,Boy,Class 10,8,16,Mr. Rohan Singh,Mrs. Priya Singh,6463795264,10608,390317762977,339874446094,O-
Neha Kumar,Girl,Class 10,9,16,Mr. Aditya Kumar,Mrs. Ananya Kumar,8125091891,10609,481841856550,740943034508,AB-
Krishna Mukherjee,Boy,Class 10,10,15,Mr. Aditya Mukherjee,Mrs. Aadhya Mukherjee,8565230896,10610,784443468988,152424442994,B+
Aarav Pandey,Boy,Class 10,11,16,Mr. Vikram Pandey,Mrs. Anjali Pandey,6916822623,10611,872962168025,314761144617,O-
Krishna Nair,Boy,Class 10,12,16,Mr. Rahul Nair,Mrs. Shruti Nair,8487783083,10612,174499503634,239389109084,AB+
Saanvi Rajput,Girl,Class 10,13,14,Mr. Rajesh Rajput,Mrs. Shruti Rajput,6821186239,10613,496580950955,793765152584,AB-
Krishna Mehta,Boy,Class 10,14,16,Mr. Krishna Mehta,Mrs. Anya Mehta,8505184527,10614,308354502666,255138132505,AB+
Kavya Dubey,Girl,Class 10,15,14,Mr. Dev Dubey,Mrs. Anjali Dubey,8315654377,10615,282442920806,169545099767,AB+
Karan Chauhan,Boy,Class 10,16,16,Mr. Vihaan Chauhan,Mrs. Kiara Chauhan,9217326637,10616,764798370959,287897595459,B-
Kiara Tiwari,Girl,Class 10,17,16,Mr. Rahul Tiwari,Mrs. Neha Tiwari,7685331184,10617,192802753829,193058130551,AB-
Rahul Jain,Boy,Class 10,18,16,Mr. Kunal Jain,Mrs. Priya Jain,7524317296,10618,385307102305,417825986956,O-
Myra Sharma,Girl,Class 10,19,15,Mr. Kabir Sharma,Mrs. Ananya Sharma,9453842324,10619,270377727338,557573427430,A-
Aarav Ghosh,Boy,Class 10,20,15,Mr. Sai Ghosh,Mrs. Swati Ghosh,7453492929,10620,179984014271,401448352017,A+
Kiara Sharma,Girl,Class 10,21,15,Mr. Arjun Sharma,Mrs. Priya Sharma,6546559329,10621,402261298906,806755659606,A+
Rishi Reddy,Boy,Class 10,22,14,Mr. Yash Reddy,Mrs. Aadhya Reddy,9472811543,10622,738350476890,800356360541,A+
Vihaan Verma,Boy,Class 10,23,16,Mr. Aarav Verma,Mrs. Kavya Verma,6463991726,10623,289304780020,417448883358,AB+
Tara Kumar,Girl,Class 10,24,16,Mr. Yash Kumar,Mrs. Anya Kumar,6411077598,10624,637721689435,104290804556,A-
Surya Rao,Boy,Class 10,25,14,Mr. Dev Rao,Mrs. Priya Rao,7989083746,10625,226056718007,241644309214,O-
Krishna Singh,Boy,Class 10,26,14,Mr. Yash Singh,Mrs. Saanvi Singh,9721264240,10626,958734162203,545742088866,O+
Aarav Gupta,Boy,Class 10,27,14,Mr. Rajesh Gupta,Mrs. Zara Gupta,6260995013,10627,265342580220,888898432221,AB+
Kiara Verma,Girl,Class 10,28,16,Mr. Dhruv Verma,Mrs. Meera Verma,7303004909,10628,537569519676,170304924128,AB-
Aarav Iyer,Boy,Class 10,29,16,Mr. Rishi Iyer,Mrs. Saanvi Iyer,8755245161,10629,849100718397,929305730866,O+
Ananya Jain,Girl,Class 10,30,14,Mr. Rajesh Jain,Mrs. Neha Jain,7863423017,10630,371356118400,360514608503,B-
Vikram Rao,Boy,Class 10,31,14,Mr. Sanjay Rao,Mrs. Meera Rao,8944114299,10631,948363231252,202123000627,B+
Kabir Rajput,Boy,Class 10,32,14,Mr. Aditya Rajput,Mrs. Riya Rajput,9202470241,10632,296604921981,956246612785,O+
Diya Mukherjee,Girl,Class 10,33,15,Mr. Vihaan Mukherjee,Mrs. Neha Mukherjee,9879000474,10633,208658383721,534526220831,B+
Neha Jain,Girl,Class 10,34,14,Mr. Rohan Jain,Mrs. Anjali Jain,9149967842,10634,953129059375,576535707169,A-
Kunal Rao,Boy,Class 10,35,16,Mr. Sanjay Rao,Mrs. Priya Rao,7205517389,10635,129651963605,553595385453,A-
Rishi Kumar,Boy,Class 10,36,15,Mr. Sai Kumar,Mrs. Meera Kumar,9497103651,10636,635667189153,904253457823,B-
Aarav Das,Boy,Class 10,37,16,Mr. Dhruv Das,Mrs. Kavya Das,9343096367,10637,846780102022,545888559027,B-
Kiara Yadav,Girl,Class 10,38,16,Mr. Rajesh Yadav,Mrs. Kavya Yadav,9962620450,10638,586945750731,766226450478,O-
Aditya Kumar,Boy,Class 10,39,15,Mr. Aarav Kumar,Mrs. Anya Kumar,6200632280,10639,632279778011,695612930283,AB-
Tara Jain,Girl,Class 10,40,15,Mr. Rahul Jain,Mrs. Kavya Jain,6760086603,10640,431579571882,827902583276,A+
Riya Sharma,Girl,Class 10,41,16,Mr. Rishi Sharma,Mrs. Aditi Sharma,9235896128,10641,826296435032,107620699475,O-
Vihaan Iyer,Boy,Class 10,42,14,Mr. Aarav Iyer,Mrs. Aditi Iyer,6693006051,10642,692158152511,844884734899,B+
Dev Bose,Boy,Class 10,43,15,Mr. Aditya Bose,Mrs. Riya Bose,8261916492,10643,188056219488,232647562199,O+
Anya Iyer,Girl,Class 10,44,16,Mr. Aditya Iyer,Mrs. Ananya Iyer,8892766580,10644,807466899688,714577762670,O+
Kabir Mukherjee,Boy,Class 10,45,15,Mr. Aditya Mukherjee,Mrs. Myra Mukherjee,8911268560,10645,551297171300,103898996882,A+
Myra Rajput,Girl,Class 10,46,15,Mr. Rishi Rajput,Mrs. Meera Rajput,9136963402,10646,458530352996,811036204334,B+
Tara Singh,Girl,Class 10,47,15,Mr. Vihaan Singh,Mrs. Shruti Singh,6181025406,10647,535423408866,709370108930,O-
Sai Dubey,Boy,Class 10,48,15,Mr. Rishi Dubey,Mrs. Diya Dubey,9132256872,10648,394946188276,914152178786,AB+
Dhruv Sharma,Boy,Class 10,49,16,Mr. Rohan Sharma,Mrs. Pooja Sharma,8495587770,10649,859538247283,344633079022,B-
Anya Iyer,Girl,Class 10,50,15,Mr. Aditya Iyer,Mrs. Saanvi Iyer,8222697342,10650,668035514973,517121415483,B-
Rajesh Dubey,Boy,Class 11,1,17,Mr. Amit Dubey,Mrs. Zara Dubey,7758373856,10651,100347520499,161068361065,O-
Anjali Nair,Girl,Class 11,2,17,Mr. Aditya Nair,Mrs. Nisha Nair,7701114162,10652,927554422349,124655858235,AB-
Neha Mukherjee,Girl,Class 11,3,17,Mr. Aditya Mukherjee,Mrs. Pooja Mukherjee,9191063996,10653,673737970497,936239409695,A-
Kunal Yadav,Boy,Class 11,4,18,Mr. Rahul Yadav,Mrs. Aditi Yadav,9142902026,10654,859034942482,605046891456,AB+
Myra Kumar,Girl,Class 11,5,17,Mr. Sai Kumar,Mrs. Swati Kumar,7622546169,10655,303950198621,755395825121,B-
Vikram Rao,Boy,Class 11,6,17,Mr. Yash Rao,Mrs. Pooja Rao,6164956169,10656,969149712450,251222555041,AB-
Rajesh Tiwari,Boy,Class 11,7,18,Mr. Dhruv Tiwari,Mrs. Anjali Tiwari,9907054507,10657,789527050398,570621766240,B-
Zara Kumar,Girl,Class 11,8,18,Mr. Vihaan Kumar,Mrs. Anjali Kumar,6273404893,10658,888896738583,457418261199,A-
Vihaan Jain,Boy,Class 11,9,16,Mr. Vikram Jain,Mrs. Kiara Jain,6202597355,10659,474263207465,984535796956,B-
Neha Tiwari,Girl,Class 11,10,18,Mr. Surya Tiwari,Mrs. Shruti Tiwari,6948112014,10660,738278700636,371630754756,O+
Rishi Gupta,Boy,Class 11,11,16,Mr. Yash Gupta,Mrs. Diya Gupta,7816038848,10661,356586191125,231532346197,A+
Surya Verma,Boy,Class 11,12,17,Mr. Dev Verma,Mrs. Anya Verma,6813108539,10662,700021434097,950016841497,A+
Diya Reddy,Girl,Class 11,13,18,Mr. Dhruv Reddy,Mrs. Riya Reddy,9436168066,10663,608087889807,389636386895,O-
Yash Nair,Boy,Class 11,14,16,Mr. Dhruv Nair,Mrs. Nisha Nair,6232260521,10664,438323066658,386936111186,B+
Kavya Mukherjee,Girl,Class 11,15,17,Mr. Sanjay Mukherjee,Mrs. Riya Mukherjee,6662512792,10665,848266730773,378010476309,O+
Rishi Jain,Boy,Class 11,16,17,Mr. Aarav Jain,Mrs. Riya Jain,9642261677,10666,641084888471,777089247391,O-
Kunal Reddy,Boy,Class 11,17,18,Mr. Rohan Reddy,Mrs. Riya Reddy,7699272851,10667,179908241618,816031625778,B-
Vikram Yadav,Boy,Class 11,18,17,Mr. Krishna Yadav,Mrs. Shruti Yadav,7339041853,10668,989033247278,144491506941,AB-
Sanjay Iyer,Boy,Class 11,19,17,Mr. Sai Iyer,Mrs. Saanvi Iyer,7514563839,10669,388050755142,165128495166,AB+
Kavya Pandey,Girl,Class 11,20,18,Mr. Vikram Pandey,Mrs. Neha Pandey,9148800260,10670,464562284609,710597078837,B+
Riya Iyer,Girl,Class 11,21,17,Mr. Arjun Iyer,Mrs. Kiara Iyer,9241550850,10671,702093046767,235267388105,A+
Anya Singh,Girl,Class 11,22,17,Mr. Karan Singh,Mrs. Diya Singh,6376319650,10672,731931995169,314845602537,O-
Yash Rao,Boy,Class 11,23,18,Mr. Vikram Rao,Mrs. Nisha Rao,7505352647,10673,616999234614,456375052614,A-
Saanvi Verma,Girl,Class 11,24,17,Mr. Sai Verma,Mrs. Meera Verma,8425554146,10674,656007405394,108130615640,B+
Kunal Iyer,Boy,Class 11,25,16,Mr. Rohan Iyer,Mrs. Shruti Iyer,8401890423,10675,449716603117,478714231349,AB-
Anya Yadav,Girl,Class 11,26,17,Mr. Aarav Yadav,Mrs. Saanvi Yadav,7854238995,10676,933142654186,749601336379,AB+
Shruti Dubey,Girl,Class 11,27,17,Mr. Kunal Dubey,Mrs. Swati Dubey,6897437939,10677,754770351292,963682022978,B-
Neha Ghosh,Girl,Class 11,28,16,Mr. Yash Ghosh,Mrs. Meera Ghosh,9678062301,10678,557635586143,347897758467,A+
Amit Mukherjee,Boy,Class 11,29,17,Mr. Kunal Mukherjee,Mrs. Riya Mukherjee,6978721951,10679,963424399001,329855734266,B-
Rahul Tiwari,Boy,Class 11,30,17,Mr. Arjun Tiwari,Mrs. Nisha Tiwari,6374297402,10680,291127219590,960477889806,O-
Aditi Pandey,Girl,Class 11,31,18,Mr. Kabir Pandey,Mrs. Anjali Pandey,9845622736,10681,622821078033,370801195106,AB-
Riya Sharma,Girl,Class 11,32,17,Mr. Kabir Sharma,Mrs. Ananya Sharma,7178304203,10682,201991030463,409431763397,A-
Vikram Reddy,Boy,Class 11,33,17,Mr. Kabir Reddy,Mrs. Ananya Reddy,9136984218,10683,945840091735,868338925769,O+
Saanvi Chauhan,Girl,Class 11,34,16,Mr. Sai Chauhan,Mrs. Aditi Chauhan,9123426108,10684,507375466607,412418836723,O-
Arjun Iyer,Boy,Class 11,35,16,Mr. Surya Iyer,Mrs. Diya Iyer,7252528541,10685,250817890635,580023937432,B+
Anya Iyer,Girl,Class 11,36,18,Mr. Kabir Iyer,Mrs. Priya Iyer,6896862535,10686,868377083993,419201876002,A+
Krishna Nair,Boy,Class 11,37,18,Mr. Vikram Nair,Mrs. Pooja Nair,7289007778,10687,980371690723,239109814210,AB-
Ananya Yadav,Girl,Class 11,38,17,Mr. Rajesh Yadav,Mrs. Ananya Yadav,9965182166,10688,605170448281,608937932651,AB+
Aditya Patel,Boy,Class 11,39,16,Mr. Dev Patel,Mrs. Anya Patel,9722568410,10689,264796991345,918074572631,B+
Krishna Reddy,Boy,Class 11,40,17,Mr. Yash Reddy,Mrs. Tara Reddy,6598650916,10690,306562274431,641759961404,O+
Zara Pandey,Girl,Class 11,41,18,Mr. Krishna Pandey,Mrs. Priya Pandey,9355727233,10691,146480360863,742536720284,B-
Priya Rajput,Girl,Class 11,42,18,Mr. Yash Rajput,Mrs. Zara Rajput,9500325575,10692,122161786959,373469780133,A+
Karan Kumar,Boy,Class 11,43,16,Mr. Rajesh Kumar,Mrs. Anjali Kumar,9291827111,10693,554849931286,295491548414,O+
Rohan Reddy,Boy,Class 11,44,16,Mr. Surya Reddy,Mrs. Aadhya Reddy,6185640445,10694,807792292961,474866304286,AB-
Sai Dubey,Boy,Class 11,45,18,Mr. Amit Dubey,Mrs. Riya Dubey,9403437438,10695,818541500127,895391749205,B+
Aarav Patel,Boy,Class 11,46,18,Mr. Rohan Patel,Mrs. Ananya Patel,8449198321,10696,309755659412,167841978492,AB+
Anjali Pillai,Girl,Class 11,47,17,Mr. Rahul Pillai,Mrs. Anya Pillai,8942300301,10697,882715433498,859652039993,AB+
Aditi Das,Girl,Class 11,48,16,Mr. Yash Das,Mrs. Aditi Das,6269068982,10698,956885776845,622827882905,AB-
Rohan Dubey,Boy,Class 11,49,18,Mr. Rajesh Dubey,Mrs. Tara Dubey,7450171761,10699,340058086054,200579533396,A-
Anya Mishra,Girl,Class 11,50,17,Mr. Dev Mishra,Mrs. Anya Mishra,8197572832,10700,946970685931,609258102179,A+
Aadhya Mehta,Girl,Class 12,1,17,Mr. Sai Mehta,Mrs. Shruti Mehta,7244359746,10701,180618224949,505453514702,AB+
Kunal Bose,Boy,Class 12,2,18,Mr. Aditya Bose,Mrs. Shruti Bose,9894915617,10702,498631125466,147492860763,B-
Priya Mukherjee,Girl,Class 12,3,16,Mr. Aditya Mukherjee,Mrs. Tara Mukherjee,7677151066,10703,959288875415,370177450184,O-
Swati Gupta,Girl,Class 12,4,18,Mr. Yash Gupta,Mrs. Neha Gupta,7874913118,10704,689010973351,363098818287,O+
Tara Rao,Girl,Class 12,5,16,Mr. Vikram Rao,Mrs. Aditi Rao,8309697242,10705,783390007954,389798772514,B+
Aditi Jain,Girl,Class 12,6,16,Mr. Rajesh Jain,Mrs. Swati Jain,9177305411,10706,537467307206,787739052749,AB+
Krishna Rajput,Boy,Class 12,7,17,Mr. Amit Rajput,Mrs. Kavya Rajput,6412671522,10707,354443213933,894072197019,O-
Dev Bose,Boy,Class 12,8,16,Mr. Kunal Bose,Mrs. Swati Bose,7664562850,10708,497360466431,791679417195,A-
Diya Singh,Girl,Class 12,9,18,Mr. Rahul Singh,Mrs. Zara Singh,7676029494,10709,749700311046,811063120439,A-
Aditi Mukherjee,Girl,Class 12,10,18,Mr. Sai Mukherjee,Mrs. Diya Mukherjee,7813177909,10710,534529160168,386165296587,B+
Priya Bose,Girl,Class 12,11,18,Mr. Rahul Bose,Mrs. Neha Bose,6790015147,10711,873416211697,964125343280,AB+
Saanvi Iyer,Girl,Class 12,12,16,Mr. Dhruv Iyer,Mrs. Kiara Iyer,8646772919,10712,260417363666,505567123112,A+
Tara Nair,Girl,Class 12,13,16,Mr. Rajesh Nair,Mrs. Tara Nair,8351596225,10713,627903449873,202798209559,A+
Sanjay Kumar,Boy,Class 12,14,17,Mr. Kunal Kumar,Mrs. Ananya Kumar,7221358033,10714,436765798832,182478520600,O+
Priya Ghosh,Girl,Class 12,15,17,Mr. Aarav Ghosh,Mrs. Anjali Ghosh,9778807156,10715,589853034434,684984472268,O+
Kiara Mehta,Girl,Class 12,16,16,Mr. Yash Mehta,Mrs. Kavya Mehta,9997712556,10716,952811242076,244427733749,AB-
Rahul Dubey,Boy,Class 12,17,16,Mr. Surya Dubey,Mrs. Meera Dubey,8699096776,10717,298536222104,437958966180,B-
Aadhya Kumar,Girl,Class 12,18,17,Mr. Rohan Kumar,Mrs. Aadhya Kumar,6416913537,10718,631099469916,786232541163,B+
Aadhya Nair,Girl,Class 12,19,16,Mr. Rohan Nair,Mrs. Diya Nair,9124897168,10719,919082171956,614905969941,AB-
Arjun Iyer,Boy,Class 12,20,17,Mr. Rohan Iyer,Mrs. Tara Iyer,9799638235,10720,146860488116,522433012661,A+
Amit Iyer,Boy,Class 12,21,17,Mr. Surya Iyer,Mrs. Ananya Iyer,9243656289,10721,598211101280,910455413342,B+
Neha Reddy,Girl,Class 12,22,18,Mr. Surya Reddy,Mrs. Anya Reddy,7314426795,10722,762274517193,419683180843,AB-
Kunal Mukherjee,Boy,Class 12,23,18,Mr. Sanjay Mukherjee,Mrs. Meera Mukherjee,8261846764,10723,591505305233,993961646774,A+
Karan Mehta,Boy,Class 12,24,16,Mr. Yash Mehta,Mrs. Pooja Mehta,6805393838,10724,443201864977,549659625432,B-
Kunal Yadav,Boy,Class 12,25,16,Mr. Aditya Yadav,Mrs. Kavya Yadav,6813879936,10725,947523094319,244649381853,A+
Tara Kumar,Girl,Class 12,26,16,Mr. Aditya Kumar,Mrs. Aditi Kumar,8953205599,10726,837061774624,395538770438,B+
Rahul Das,Boy,Class 12,27,16,Mr. Rajesh Das,Mrs. Saanvi Das,7925493534,10727,559042002710,120239143137,O-
Dhruv Gupta,Boy,Class 12,28,17,Mr. Amit Gupta,Mrs. Zara Gupta,8600128149,10728,134818983732,176703690575,B-
Karan Ghosh,Boy,Class 12,29,16,Mr. Vihaan Ghosh,Mrs. Riya Ghosh,8709453842,10729,952260026627,506591736412,A-
Surya Mehta,Boy,Class 12,30,17,Mr. Dev Mehta,Mrs. Anya Mehta,7956459083,10730,124534391468,559321809268,O+
Aarav Yadav,Boy,Class 12,31,17,Mr. Kunal Yadav,Mrs. Zara Yadav,7877905269,10731,622009841150,786261588946,B+
Dev Tiwari,Boy,Class 12,32,17,Mr. Rohan Tiwari,Mrs. Pooja Tiwari,8223296937,10732,784557515665,831440790307,O+
Vihaan Bose,Boy,Class 12,33,18,Mr. Kunal Bose,Mrs. Zara Bose,6579858022,10733,332381124947,811085350498,O-
Amit Iyer,Boy,Class 12,34,18,Mr. Vikram Iyer,Mrs. Shruti Iyer,6162072741,10734,506761396664,738627143351,B+
Kiara Kumar,Girl,Class 12,35,16,Mr. Aditya Kumar,Mrs. Anjali Kumar,6507966699,10735,297427153942,366686449759,B-
Dev Verma,Boy,Class 12,36,17,Mr. Rohan Verma,Mrs. Myra Verma,9532815407,10736,809073829799,743145004453,AB-
Yash Reddy,Boy,Class 12,37,18,Mr. Vikram Reddy,Mrs. Ananya Reddy,9297178237,10737,547220228973,347025897305,B+
Myra Yadav,Girl,Class 12,38,16,Mr. Karan Yadav,Mrs. Kavya Yadav,7407154065,10738,916183049679,525645278478,O-
Saanvi Mishra,Girl,Class 12,39,17,Mr. Rajesh Mishra,Mrs. Kavya Mishra,6104763838,10739,573000978655,225232988613,AB-
Krishna Patel,Boy,Class 12,40,18,Mr. Surya Patel,Mrs. Myra Patel,7119456405,10740,111390434362,672035503574,O-
Saanvi Bose,Girl,Class 12,41,16,Mr. Krishna Bose,Mrs. Aadhya Bose,6337529321,10741,919324932511,773767537417,AB-
Nisha Rao,Girl,Class 12,42,18,Mr. Sanjay Rao,Mrs. Meera Rao,9834443115,10742,483914775511,761419132635,A+
Swati Ghosh,Girl,Class 12,43,16,Mr. Aditya Ghosh,Mrs. Swati Ghosh,6234088713,10743,797522714897,891601203301,B+
Rohan Jain,Boy,Class 12,44,17,Mr. Kunal Jain,Mrs. Tara Jain,8600089576,10744,663794192064,796756173505,O-
Aadhya Pillai,Girl,Class 12,45,17,Mr. Amit Pillai,Mrs. Tara Pillai,8947847183,10745,399888708408,739840320082,O+
Kavya Rao,Girl,Class 12,46,17,Mr. Vikram Rao,Mrs. Meera Rao,9251800452,10746,950974391177,615053353542,O+
Shruti Singh,Girl,Class 12,47,17,Mr. Kunal Singh,Mrs. Meera Singh,8252592594,10747,285433404033,596810615744,B+
Krishna Pillai,Boy,Class 12,48,16,Mr. Karan Pillai,Mrs. Kavya Pillai,7621957808,10748,371319119234,283897143532,A+
Tara Pandey,Girl,Class 12,49,16,Mr. Rahul Pandey,Mrs. Tara Pandey,6940382685,10749,648751463160,681170132741,B-
Rishi Mishra,Boy,Class 12,50,16,Mr. Dev Mishra,Mrs. Neha Mishra,6567794379,10750,744511956565,871919633979,AB+
